,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
3439,2018-00062854,,,,,,Assist Other Agency,CBE
3440,2018-00062981,,,,,,Theft,Investigation Pending
3441,2018-00063044,,,,,,DWI/DUI,Arrest
3442,2018-00063157,,,,,,Vandalism,Investigation Pending
3443,2018-00063178,,,,,,Other Incident,CBE
3444,2018-00063179,,,,,,Suspicious Activity,Active/Pending
3445,2018-00063181,,,,,,Assault,Active/Pending
3446,2018-00063229,,,,,,DWI/DUI,Arrest
3447,2018-00063242,,,,,,Theft,Active/Pending
3448,2018-00063271,,,,,,Injured/Sick Person,CBE
3449,2018-00063306,,,,,,DWI/DUI,Arrest
3450,2018-00063379,,,,,,Stolen Motor Vehicle,Investigation Pending
3451,2018-00063388,,,,,,Fraud,CBE
3452,2018-00063526,,,,,,Suspicious Person/Auto,CBE
3453,2018-00063646,,,,,,Injured/Sick Person,CBE
3454,2018-00063766,,,,,,DWI/DUI,Arrest
3455,2018-00063768,,,,,,Warrant/Summons Service,Arrest
3456,2018-00063774,,,,,,DWI/DUI,Arrest
3457,2018-00063793,,,,,,Theft,Investigation Pending
3458,2018-00063817,,,,,,Other Incident,CBE
3459,2018-00063845,,,,,,Police Information,CBE
3460,2018-00064064,,,,,,Theft,Investigation Pending
3461,2018-00064090,,,,,,Theft,Summons Issued
3462,2018-00064138,,,,,,Injured/Sick Person,CBE
3463,2018-00064235,,,,,,Injured/Sick Person,CBE
3464,2018-00064252,,,,,,Injured/Sick Person,CBE
3465,2018-00064255,,,,,,Injured/Sick Person,CBE
3466,2018-00064269,,,,,,Injured/Sick Person,CBE
3467,2018-00064304,,,,,,Injured/Sick Person,CBE
3468,2018-00064311,,,,,,Damaged Property,CBE
3469,2018-00064328,,,,,,Other Incident,CBE
3470,2018-00064338,,,,,,Injured/Sick Person,CBE
3471,2018-00064424,,,,,,Alcohol Violation,CBE
3472,2018-00064539,,,,,,Suspicious Person/Auto,CBE
3473,2018-00064547,,,,,,Other Incident,CBE
3474,2018-00064592,,,,,,Dept Property Damage/Loss,CBE
3475,2018-00064605,,,,,,DWI/DUI,Arrest
3476,2018-00064619,,,,,,DWI/DUI,Arrest
3477,2018-00064660,,,,,,Injured/Sick Person,CBE
3478,2018-00064732,,,,,,Injured/Sick Person,CBE
3479,2018-00064741,,,,,,CDS Violation,Arrest
3480,2018-00064829,,,,,,Other Incident,CBE
3481,2018-00064867,,,,,,Injured/Sick Person,CBE
3482,2018-00064868,,,,,,Identity Theft,CBE
3483,2018-00064872,,,,,,Injured/Sick Person,CBE
3484,2018-00064972,,,,,,Emergency Petition,CBE
3485,2018-00065000,,,,,,Injured/Sick Person,CBE
3486,2018-00065016,,,,,,Theft,Investigation Pending
3487,2018-00065019,,,,,,Injured/Sick Person,CBE
3488,2018-00065099,,,,,,Hate Bias Incident,Investigation Pending
3489,2018-00065166,,,,,,Emergency Petition,CBE
3490,2018-00065281,,,,,,Injured/Sick Person,CBE
3491,2018-00065307,,,,,,Injured/Sick Person,CBE
3492,2018-00065342,,,,,,Vandalism,Investigation Pending
3493,2018-00065350,,,,,,Theft,Unfounded
3494,2018-00065417,,,,,,Burglary,Active/Pending
3495,2018-00065450,,,,,,Injured/Sick Person,CBE
3496,2018-00065473,,,,,,Injured/Sick Person,CBE
3497,2018-00065505,,,,,,CDS Violation,CBE
3498,2018-00065618,,,,,,Injured/Sick Person,CBE
3499,2018-00065667,,,,,,Theft,Investigation Pending
3500,2018-00065668,,,,,,Theft,Investigation Pending
3501,2018-00065724,,,,,,Other Incident,Investigation Pending
3502,2018-00065746,,,,,,CDS Violation,Arrest
3503,2018-00065760,,,,,,Rape,CBE
3504,2018-00065777,,,,,,Assist Other Agency,CBE
3505,2018-00065783,,,,,,Injured/Sick Person,CBE
3506,2018-00065830,,,,,,Injured/Sick Person,CBE
3507,2018-00065840,,,,,,Injured/Sick Person,CBE
3508,2018-00065848,,,,,,Injured/Sick Person,CBE
3509,2018-00065851,,,,,,Injured/Sick Person,CBE
3510,2018-00065852,,,,,,Theft,Investigation Pending
3511,2018-00065895,,,,,,Injured/Sick Person,CBE
3512,2018-00065897,,,,,,Theft,Investigation Pending
3513,2018-00065908,,,,,,Recovered Stolen Motor Vehicle,Investigation Pending
3514,2018-00065914,,,,,,Injured/Sick Person,CBE
3515,2018-00065986,,,,,,Injured/Sick Person,CBE
3516,2018-00065990,,,,,,Accident,Warrant Issued
3517,2018-00065991,,,,,,Emergency Petition,CBE
3518,2018-00066067,,,,,,Other Incident,CBE
3519,2018-00066072,,,,,,Assist Other Agency,CBE
3520,2018-00066127,,,,,,Hate Bias Incident,Investigation Pending
3521,2018-00066143,,,,,,DWI/DUI,Arrest
3522,2018-00066172,,,,,,Dept Property Damage/Loss,CBE
3523,2018-00066220,,,,,,Theft,Investigation Pending
3524,2018-00066240,,,,,,Emergency Petition,CBE
3525,2018-00066261,,,,,,Indecent Exposure,Arrest
3526,2018-00066287,,,,,,Injured/Sick Person,CBE
3527,2018-00066388,,,,,,Accident - Departmental,CBE
3528,2018-00066412,,,,,,Indecent Exposure,Arrest
3529,2018-00066421,,,,,,Pedestrian Struck,CBE
3530,2018-00066428,,,,,,Sex Offense,CBE
3531,2018-00066451,,,,,,Theft,CBE
3532,2018-00066573,,,,,,DWI/DUI,Arrest
3533,2018-00066773,,,,,,Trespassing (Title IX Related),CBE
3534,2018-00066841,,,,,,DWI/DUI,Arrest
3535,2018-00066849,,,,,,DWI/DUI,Arrest
3536,2018-00066850,,,,,,Injured/Sick Person,CBE
3537,2018-00067151,,,,,,Suspicious Activity,Investigation Pending
3538,2018-00067169,,,,,,Dept Property Damage/Loss,CBE
3539,2018-00067470,,,,,,Assist Other Agency,CBE
3540,2018-00067681,,,,,,CDS Violation,Arrest
3541,2018-00067752,,,,,,Trespassing,CBE
3542,2018-00067753,,,,,,Injured/Sick Person,CBE
3543,2018-00067770,,,,,,Burglary,Arrest
3544,2018-00067790,,,,,,Injured/Sick Person,CBE
3545,2018-00067801,,,,,,Theft,Active/Pending
3546,2018-00067802,,,,,,Injured/Sick Person,CBE
3547,2018-00067861,,,,,,CDS Violation,Arrest
3548,2018-00068101,,,,,,Vandalism,CBE
3549,2018-00068122,,,,,,Injured/Sick Person,CBE
3550,2018-00068161,,,,,,Fire,CBE
3551,2018-00068310,,,,,,Other Incident (Title IX Related),Investigation Pending
3552,2018-00068419,,,,,,Injured/Sick Person,CBE
3553,2018-00068491,,,,,,Fraud,CBE
3554,2018-00068505,,,,,,Injured/Sick Person,CBE
3555,2018-00068522,,,,,,Injured/Sick Person,CBE
3556,2018-00068540,,,,,,Injured/Sick Person,CBE
3557,2018-00068550,,,,,,Injured/Sick Person,CBE
3558,2018-00068578,,,,,,Theft,CBE
3559,2018-00068661,,,,,,Harassment/Stalking (Title IX Related),CBE
3560,2018-00068748,,,,,,Suspicious Activity,CBE
3561,2018-00068796,,,,,,DWI/DUI,Arrest
3562,2018-00068806,,,,,,Injured/Sick Person,CBE
3563,2018-00068839,,,,,,Suspicious Person/Auto,CBE
3564,2018-00068844,,,,,,Injured/Sick Person,CBE
3565,2018-00068970,,,,,,Theft,Investigation Pending
3566,2018-00068986,,,,,,Injured/Sick Person,CBE
3567,2018-00068993,,,,,,Alarm,CBE
3568,2018-00069001,,,,,,Injured/Sick Person,CBE
3569,2018-00069004,,,,,,Accident - Departmental,CBE
3570,2018-00069016,,,,,,Injured/Sick Person,CBE
3571,2018-00069048,,,,,,Injured/Sick Person,CBE
3572,2018-00069053,,,,,,Injured/Sick Person,CBE
3573,2018-00069090,,,,,,Theft,Active/Pending
3574,2018-00069250,,,,,,Theft,Active/Pending
3575,2018-00069254,,,,,,Injured/Sick Person,CBE
3576,2018-00069283,,,,,,CDS Violation,Arrest
3577,2018-00069301,,,,,,CDS Violation,CBE
3578,2018-00069315,,,,,,CDS Violation,Arrest
3579,2018-00069327,,,,,,Injured/Sick Person,CBE
3580,2018-00069380,,,,,,Other Incident,CBE
3581,2018-00069445,,,,,,Hate Bias Incident,Investigation Pending
3582,2018-00069457,,,,,,CDS Violation,CBE
3583,2018-00069464,,,,,,Suspicious Activity,Investigation Pending
3584,2018-00069493,,,,,,DWI/DUI,Arrest
3585,2018-00069522,,,,,,DWI/DUI,Arrest
3586,2018-00069550,,,,,,Suspicious Person/Auto,CBE
3587,2018-00069704,,,,,,Fraud,Investigation Pending
3588,2018-00069725,,,,,,Trespassing,Active/Pending
3589,2018-00069737,,,,,,Other Incident,CBE
3590,2018-00069776,,,,,,Assist Other Agency,CBE
3591,2018-00069886,,,,,,Other Incident,CBE
3592,2018-00069890,,,,,,Assist Other Agency,Arrest
3593,2018-00069897,,,,,,Vandalism,Investigation Pending
3594,2018-00069907,,,,,,Other Incident (Title IX Related),CBE
3595,2018-00069947,,,,,,Assault,Investigation Pending
3596,2018-00069959,,,,,,Police Information,CBE
3597,2018-00070064,,,,,,Accident - Departmental,CBE
3598,2018-00070087,,,,,,Injured/Sick Person,CBE
3599,2018-00070133,,,,,,Theft,Investigation Pending
3600,2018-00070138,,,,,,Lost Property,CBE
3601,2018-00070200,,,,,,CDS Violation,Arrest
3602,2018-00070205,,,,,,Fire,CBE
3603,2018-00070211,,,,,,Injured/Sick Person,CBE
3604,2018-00070264,,,,,,Trespassing,CBE
3605,2018-00070301,,,,,,Suspicious Person/Auto,CBE
3606,2018-00070377,,,,,,CDS Violation,Arrest
3607,2018-00070427,,,,,,Injured/Sick Person,CBE
3608,2018-00070458,,,,,,DWI/DUI,Arrest
3609,2018-00070471,,,,,,CDS Violation,Arrest
3610,2018-00070497,,,,,,Emergency Petition,CBE
3611,2018-00070504,,,,,,Assist Other Agency,CBE
3612,2018-00070505,,,,,,DWI/DUI,Arrest
3613,2018-00070610,,,,,,Injured/Sick Person,CBE
3614,2018-00070667,,,,,,DWI/DUI,Arrest
3615,2018-00070690,,,,,,DWI/DUI,Arrest
3616,2018-00070700,,,,,,CDS Violation,Arrest
3617,2018-00070713,,,,,,Injured/Sick Person,CBE
3618,2018-00070812,,,,,,Dept Property Damage/Loss,CBE
3619,2018-00070813,,,,,,Recovered Stolen Property,CBE
3620,2018-00070839,,,,,,Assist Other Agency,CBE
3621,2018-00070882,,,,,,CDS Violation,CBE
3622,2018-00070922,,,,,,Injured/Sick Person,CBE
3623,2018-00070925,,,,,,CDS Violation,CBE
3624,2018-00070954,,,,,,Fraud,CBE
3625,2018-00071079,,,,,,Injured/Sick Person,CBE
3626,2018-00071130,,,,,,Theft,Arrest
3627,2018-00071283,,,,,,Burglary,Arrest
3628,2018-00071293,,,,,,Injured/Sick Person,CBE
3629,2018-00071332,,,,,,Recovered Stolen Motor Vehicle,Arrest
3630,2018-00071370,,,,,,Fire,Investigation Pending
3631,2018-00071442,,,,,,Theft,Investigation Pending
3632,2018-00071505,,,,,,Injured/Sick Person,CBE
3633,2018-00071626,,,,,,Injured/Sick Person,Active/Pending
3634,2018-00071644,,,,,,Stolen Motor Vehicle,Investigation Pending
3635,2018-00071667,,,,,,Title IX Incident Non Criminal,CBE
3636,2018-00071707,,,,,,Other Incident,CBE
3637,2018-00071735,,,,,,Stolen Motor Vehicle,Investigation Pending
3638,2018-00071739,,,,,,Emergency Petition,CBE
3639,2018-00071787,,,,,,Theft,Investigation Pending
3640,2018-00071803,,,,,,DWI/DUI,Arrest
3641,2018-00071881,,,,,,Assist Other Agency,CBE
3642,2018-00071898,,,,,,Injured/Sick Person,CBE
3643,2018-00071903,,,,,,Stolen Motor Vehicle,Investigation Pending
3644,2018-00071925,,,,,,Emergency Petition,CBE
3645,2018-00071968,,,,,,CDS Violation,Arrest
3646,2018-00071997,,,,,,CDS Violation,Arrest
3647,2018-00072001,,,,,,Fire,CBE
3648,2018-00072003,,,,,,Injured/Sick Person,CBE
3649,2018-00072046,,,,,,Injured/Sick Person,CBE
3650,2018-00072068,,,,,,Other Service Call,CBE
3651,2018-00072081,,,,,,Injured/Sick Person,CBE
3652,2018-00072150,,,,,,Theft,Investigation Pending
3653,2018-00072162,,,,,,Emergency Petition,CBE
3654,2018-00072170,,,,,,CDS Violation,Arrest
3655,2018-00072174,,,,,,CDS Violation,Arrest
3656,2018-00072188,,,,,,Injured/Sick Person,CBE
3657,2018-00072298,,,,,,Emergency Petition,CBE
3658,2018-00072302,,,,,,Damage to State Property,CBE
3659,2018-00072313,,,,,,Fraud,Investigation Pending
3660,2018-00072444,,,,,,Sex Offense (Title IX Related),Arrest
3661,2018-00072704,,,,,,Dept Property Damage/Loss,CBE
3662,2018-00072710,,,,,,Accident,CBE
3663,2018-00072723,,,,,,Emergency Petition,CBE
3664,2018-00072729,,,,,,CDS Violation,Arrest
3665,2018-00072861,,,,,,Assist Other Agency,CBE
3666,2018-00072887,,,,,,Theft,Investigation Pending
3667,2018-00072988,,,,,,Other Incident,CBE
3668,2018-00073020,,,,,,Theft,Investigation Pending
3669,2018-00073157,,,,,,CDS Violation,Arrest
3670,2018-00073234,,,,,,Damage to State Property,CBE
3671,2018-00073309,,,,,,DWI/DUI,Arrest
3672,2018-00073357,,,,,,DWI/DUI,Arrest
3673,2018-00073367,,,,,,CDS Violation,Arrest
3674,2018-00073405,,,,,,CDS Violation,Arrest
3675,2018-00073415,,,,,,CDS Violation,Arrest
3676,2018-00073422,,,,,,Vandalism,Arrest
3677,2018-00073526,,,,,,CDS Violation,Arrest
3678,2018-00073728,,,,,,DWI/DUI,Arrest
3679,2018-00074089,,,,,,CDS Violation,CBE
3680,2018-00074381,,,,,,Vandalism,Investigation Pending
3681,2018-00074427,,,,,,Warrant/Summons Service,Arrest
3682,2018-00074478,,,,,,Animal Complaint,CBE
3683,2018-00074591,,,,,,Trespassing,Arrest
3684,2018-00074643,,,,,,Warrant/Summons Service,Arrest
3685,2018-00074663,,,,,,CDS Violation,Arrest
3686,2018-00074718,,,,,,DWI/DUI,Arrest
3687,2018-00074806,,,,,,Dept Property Damage/Loss,CBE
3688,2018-00074941,,,,,,DWI/DUI,Arrest
3689,2018-00074943,,,,,,CDS Violation,Arrest
3690,2018-00075072,,,,,,DWI/DUI,Arrest
3691,2019-00000001,,,,,,Fireworks Complaint,Arrest
3692,2019-00000009,,,,,,DWI/DUI,Arrest
3693,2019-00000011,,,,,,DWI/DUI,Arrest
3694,2019-00000203,,,,,,Vandalism,CBE
3695,2019-00000312,,,,,,CDS Violation,Arrest
3696,2019-00000336,,,,,,DWI/DUI,Arrest
3697,2019-00000443,,,,,,Theft,Investigation Pending
3698,2019-00000776,,,,,,DWI/DUI,Arrest
3699,2019-00000946,,,,,,CDS Violation,Arrest
3700,2019-00001041,,,,,,CDS Violation,Arrest
3701,2019-00001044,,,,,,Trespassing,Arrest
3702,2019-00001104,,,,,,Vandalism,Investigation Pending
3703,2019-00001152,,,,,,DWI/DUI,Arrest
3704,2019-00001154,,,,,,DWI/DUI,Arrest
3705,2019-00001310,,,,,,CDS Violation,Arrest
3706,2019-00001414,,,,,,Dept Property Damage/Loss,CBE
3707,2019-00001548,,,,,,Vehicle Tampering,Investigation Pending
3708,2019-00001573,,,,,,Dept Property Damage/Loss,CBE
3709,2019-00001609,,,,,,Vehicle Tampering,Investigation Pending
3710,2019-00001730,,,,,,Fraud,CBE
3711,2019-00001811,,,,,,DWI/DUI,Arrest
3712,2019-00001855,,,,,,DWI/DUI,Arrest
3713,2019-00001983,,,,,,Recovered Stolen Property,Arrest
3714,2019-00001987,,,,,,Injured/Sick Person,CBE
3715,2019-00002075,,,,,,Suspicious Person/Auto,CBE
3716,2019-00002077,,,,,,Warrant/Summons Service,Arrest
3717,2019-00002101,,,,,,Warrant/Summons Service,CBE
3718,2019-00002112,,,,,,DWI/DUI,Arrest
3719,2019-00002113,,,,,,DWI/DUI,Arrest
3720,2019-00002286,,,,,,Death Investigation,CBE
3721,2019-00002456,,,,,,Injured/Sick Person,CBE
3722,2019-00002540,,,,,,Injured/Sick Person,CBE
3723,2019-00002619,,,,,,Threat Assessment (Title IX Related),CBE
3724,2019-00002628,,,,,,Weapon Violation,Arrest
3725,2019-00002728,,,,,,Alarm,CBE
3726,2019-00002804,,,,,,CDS Violation,Arrest
3727,2019-00002808,,,,,,Injured/Sick Person,CBE
3728,2019-00002843,,,,,,Theft,Arrest
3729,2019-00002860,,,,,,Theft,Investigation Pending
3730,2019-00003147,,,,,,Burglary,Arrest
3731,2019-00003169,,,,,,Injured/Sick Person,CBE
3732,2019-00003175,,,,,,DWI/DUI,Arrest
3733,2019-00003306,,,,,,Warrant/Summons Service,Arrest
3734,2019-00003640,,,,,,Assist Other Agency,CBE
3735,2019-00003803,,,,,,Damage to State Property,CBE
3736,2019-00003911,,,,,,DWI/DUI,Arrest
3737,2019-00004003,,,,,,Traffic Arrest,Arrest
3738,2019-00004006,,,,,,Warrant/Summons Service,Arrest
3739,2019-00004063,,,,,,CDS Violation,Arrest
3740,2019-00004064,,,,,,CDS Violation,CBE
3741,2019-00004085,,,,,,DWI/DUI,Arrest
3742,2019-00004087,,,,,,Injured/Sick Person,CBE
3743,2019-00004089,,,,,,DWI/DUI,Arrest
3744,2019-00004127,,,,,,Injured/Sick Person,CBE
3745,2019-00004174,,,,,,Fraud,Investigation Pending
3746,2019-00004246,,,,,,Weapon Violation,Arrest
3747,2019-00004256,,,,,,CDS Violation,CBE
3748,2019-00004261,,,,,,DWI/DUI,Arrest
3749,2019-00004263,,,,,,DWI/DUI,Arrest
3750,2019-00004267,,,,,,DWI/DUI,Arrest
3751,2019-00004391,,,,,,Theft,Investigation Pending
3752,2019-00004410,,,,,,Vandalism,Investigation Pending
3753,2019-00004512,,,,,,Assault,Arrest
3754,2019-00004520,,,,,,DWI/DUI,Arrest
3755,2019-00004710,,,,,,Injured/Sick Person,CBE
3756,2019-00004770,,,,,,Sex Offense (Title IX Related),CBE
3757,2019-00004810,,,,,,Telephone/EMail Misuse,Investigation Pending
3758,2019-00004845,,,,,,Sex Offense (Title IX Related),Arrest
3759,2019-00005006,,,,,,Theft,Unfounded
3760,2019-00005047,,,,,,Emergency Petition,CBE
3761,2019-00005057,,,,,,Theft,Investigation Pending
3762,2019-00005069,,,,,,Dept Property Damage/Loss,CBE
3763,2019-00005140,,,,,,CDS Violation,Arrest
3764,2019-00005143,,,,,,CDS Violation,Arrest
3765,2019-00005192,,,,,,DWI/DUI,Arrest
3766,2019-00005278,,,,,,Injured/Sick Person,CBE
3767,2019-00005344,,,,,,CDS Violation,CBE
3768,2019-00005384,,,,,,Disorderly Conduct,CBE
3769,2019-00005393,,,,,,CDS Violation,CBE
3770,2019-00005394,,,,,,Injured/Sick Person,CBE
3771,2019-00005396,,,,,,Injured/Sick Person,CBE
3772,2019-00005398,,,,,,DWI/DUI,Arrest
3773,2019-00005479,,,,,,Theft,Arrest
3774,2019-00005484,,,,,,Vandalism,Investigation Pending
3775,2019-00005496,,,,,,Assault,CBE
3776,2019-00005527,,,,,,CDS Violation,CBE
3777,2019-00005576,,,,,,Vandalism (Title IX Related),Investigation Pending
3778,2019-00005594,,,,,,Injured/Sick Person,CBE
3779,2019-00005600,,,,,,DWI/DUI,Arrest
3780,2019-00005608,,,,,,Suspicious Person/Auto,CBE
3781,2019-00005636,,,,,,Dept Property Damage/Loss,CBE
3782,2019-00005647,,,,,,Injured/Sick Person,CBE
3783,2019-00005671,,,,,,Theft,Investigation Pending
3784,2019-00005726,,,,,,Theft,Investigation Pending
3785,2019-00005780,,,,,,Injured/Sick Person,CBE
3786,2019-00005812,,,,,,DWI/DUI,Arrest
3787,2019-00005916,,,,,,Burglary,Investigation Pending
3788,2019-00006100,,,,,,DWI/DUI,Arrest
3789,2019-00006138,,,,,,Burglary,Arrest
3790,2019-00006255,,,,,,Warrant/Summons Service,Arrest
3791,2019-00006276,,,,,,Suspicious Activity,CBE
3792,2019-00006285,,,,,,Injured/Sick Person,CBE
3793,2019-00006308,,,,,,Suspicious Person/Auto,Arrest
3794,2019-00006338,,,,,,Check on the Welfare,CBE
3795,2019-00006342,,,,,,Injured/Sick Person,CBE
3796,2019-00006350,,,,,,Injured/Sick Person,CBE
3797,2019-00006453,,,,,,Emergency Petition,CBE
3798,2019-00006541,,,,,,Damage to State Property,Investigation Pending
3799,2019-00006559,,,,,,Theft,Investigation Pending
3800,2019-00006629,,,,,,Injured/Sick Person,CBE
3801,2019-00006691,,,,,,Injured/Sick Person,CBE
3802,2019-00006694,,,,,,Theft,Investigation Pending
3803,2019-00006718,,,,,,CDS Violation,Arrest
3804,2019-00006745,,,,,,CDS Violation,Arrest
3805,2019-00006746,,,,,,Telephone/EMail Misuse (Title IX Related),CBE
3806,2019-00006756,,,,,,DWI/DUI,Arrest
3807,2019-00006757,,,,,,Injured/Sick Person,CBE
3808,2019-00006762,,,,,,DWI/DUI,Arrest
3809,2019-00006900,,,,,,Injured/Sick Person,CBE
3810,2019-00006908,,,,,,Theft,Investigation Pending
3811,2019-00006920,,,,,,Assault,Investigation Pending
3812,2019-00006939,,,,,,Injured/Sick Person,CBE
3813,2019-00006966,,,,,,DWI/DUI,Arrest
3814,2019-00007003,,,,,,Theft,CBE
3815,2019-00007008,,,,,,Theft,Investigation Pending
3816,2019-00007031,,,,,,Injured Officer,CBE
3817,2019-00007045,,,,,,Damage to State Property,CBE
3818,2019-00007052,,,,,,Warrant/Summons Service,Arrest
3819,2019-00007090,,,,,,Emergency Petition,CBE
3820,2019-00007120,,,,,,Injured/Sick Person,CBE
3821,2019-00007143,,,,,,Injured/Sick Person,CBE
3822,2019-00007204,,,,,,Dept Property Damage/Loss,CBE
3823,2019-00007260,,,,,,Dept Property Damage/Loss,CBE
3824,2019-00007294,,,,,,Theft,Arrest
3825,2019-00007301,,,,,,Warrant/Summons Service,Arrest
3826,2019-00007415,,,,,,DWI/DUI,Arrest
3827,2019-00007422,,,,,,Recovered Stolen Property,Arrest
3828,2019-00007532,,,,,,Theft,Investigation Pending
3829,2019-00007534,,,,,,Theft,Investigation Pending
3830,2019-00007544,,,,,,Assault,Arrest
3831,2019-00007646,,,,,,Injured/Sick Person,CBE
3832,2019-00007657,,,,,,CDS Violation,Summons Issued
3833,2019-00007671,,,,,,Injured/Sick Person,CBE
3834,2019-00007674,,,,,,Vandalism,Investigation Pending
3835,2019-00007677,,,,,,DWI/DUI,Arrest
3836,2019-00007798,,,,,,Injured/Sick Person,CBE
3837,2019-00007867,,,,,,Injured/Sick Person,CBE
3838,2019-00007897,,,,,,DWI/DUI,Arrest
3839,2019-00007898,,,,,,DWI/DUI,Arrest
3840,2019-00007899,,,,,,DWI/DUI,Arrest
3841,2019-00007901,,,,,,Injured/Sick Person,CBE
3842,2019-00007916,,,,,,Damage to State Property,CBE
3843,2019-00007935,,,,,,Burglary,Investigation Pending
3844,2019-00007970,,,,,,Emergency Petition,CBE
3845,2019-00008009,,,,,,Assist Other Agency,CBE
3846,2019-00008014,,,,,,Disorderly Conduct,CBE
3847,2019-00008179,,,,,,Injured/Sick Person,CBE
3848,2019-00008219,,,,,,DWI/DUI,Arrest
3849,2019-00008226,,,,,,CDS Violation,Arrest
3850,2019-00008231,,,,,,CDS Violation,Arrest
3851,2019-00008285,,,,,,Vandalism,Investigation Pending
3852,2019-00008329,,,,,,Theft,Arrest
3853,2019-00008344,,,,,,Theft,Arrest
3854,2019-00008347,,,,,,Suspicious Activity (Title IX Related),CBE
3855,2019-00008392,,,,,,Theft,CBE
3856,2019-00008408,,,,,,CDS Violation,Arrest
3857,2019-00008440,,,,,,Injured/Sick Person,CBE
3858,2019-00008444,,,,,,DWI/DUI,Arrest
3859,2019-00008446,,,,,,Burglary,Arrest
3860,2019-00008449,,,,,,Injured/Sick Person,CBE
3861,2019-00008514,,,,,,CDS Violation,CBE
3862,2019-00008520,,,,,,Suspicious Activity,Investigation Pending
3863,2019-00008525,,,,,,Dept Property Damage/Loss,CBE
3864,2019-00008530,,,,,,Theft,Investigation Pending
3865,2019-00008568,,,,,,Injured/Sick Person,CBE
3866,2019-00008626,,,,,,CDS Violation,Arrest
3867,2019-00008768,,,,,,Fraud,CBE
3868,2019-00008816,,,,,,Theft,Arrest
3869,2019-00008826,,,,,,Theft,Arrest
3870,2019-00008843,,,,,,Injured/Sick Person,CBE
3871,2019-00008881,,,,,,Assist Other Agency,CBE
3872,2019-00008893,,,,,,Emergency Petition,CBE
3873,2019-00008909,,,,,,DWI/DUI,Arrest
3874,2019-00008921,,,,,,DWI/DUI,Arrest
3875,2019-00008926,,,,,,Theft,Arrest
3876,2019-00008931,,,,,,DWI/DUI,Arrest
3877,2019-00008974,,,,,,Emergency Petition,CBE
3878,2019-00008978,,,,,,Theft,Arrest
3879,2019-00008980,,,,,,Harassment/Stalking (Title IX Related),CBE
3880,2019-00008984,,,,,,Check on the Welfare,CBE
3881,2019-00008987,,,,,,Suspicious Person/Auto,CBE
3882,2019-00008994,,,,,,Theft,Investigation Pending
3883,2019-00009011,,,,,,Injured/Sick Person,CBE
3884,2019-00009012,,,,,,Check on the Welfare,CBE
3885,2019-00009025,,,,,,Other Incident,CBE
3886,2019-00009057,,,,,,Injured/Sick Person,CBE
3887,2019-00009091,,,,,,Injured/Sick Person,CBE
