row_number,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
2676,2019-00045545,,,,,,Burglary,Investigation Pending
2677,2019-00045547,,,,,,Theft,Active/Pending
2678,2019-00045609,,,,,,Suspicious Person/Auto,CBE
2679,2019-00045636,,,,,,Warrant/Summons Service,Arrest
2680,2019-00045696,,,,,,Vandalism,Active/Pending
2681,2019-00045697,,,,,,Theft,Investigation Pending
2682,2019-00045831,,,,,,Suspicious Activity,CBE
2683,2019-00045893,,,,,,DWI/DUI,Arrest
2684,2019-00045895,,,,,,DWI/DUI,Arrest
2685,2019-00045977,,,,,,Injured Officer,CBE
2686,2019-00045993,,,,,,Suspicious Activity,CBE
2687,2019-00045994,,,,,,Theft,Investigation Pending
2688,2019-00046152,,,,,,DWI/DUI,Arrest
2689,2019-00046318,,,,,,Vandalism,Active/Pending
2690,2019-00046324,,,,,,Fraud,CBE
2691,2019-00046464,,,,,,Suspicious Person/Auto,CBE
2692,2019-00046471,,,,,,Warrant/Summons Service,Arrest
2693,2019-00046546,,,,,,Trespassing,CBE
2694,2019-00046808,,,,,,Damage to State Property,CBE
2695,2019-00046843,,,,,,Accident - Departmental,CBE
2696,2019-00047071,,,,,,Suspicious Activity,CBE
2697,2019-00047076,,,,,,Vandalism,Investigation Pending
2698,2019-00047312,,,,,,Injured/Sick Person,CBE
2699,2019-00047365,,,,,,Damage to State Property,CBE
2700,2019-00047383,,,,,,CDS Violation,Arrest
2701,2019-00047644,,,,,,Suspicious Activity,CBE
2702,2019-00047645,,,,,,CDS Violation,Arrest
2703,2019-00047689,,,,,,Dept Property Damage/Loss,CBE
2704,2019-00047823,,,,,,Injured/Sick Person,CBE
2705,2019-00047838,,,,,,Alcohol Violation,Arrest
2706,2019-00047853,,,,,,DWI/DUI,Arrest
2707,2019-00047871,,,,,,Assist Other Agency,CBE
2708,2019-00047882,,,,,,Injured Officer,CBE
2709,2019-00047887,,,,,,Suspicious Activity,Investigation Pending
2710,2019-00047915,,,,,,Theft,Active/Pending
2711,2019-00047929,,,,,,Theft,Investigation Pending
2712,2019-00047962,,,,,,Theft,Investigation Pending
2713,2019-00047976,,,,,,Theft,Investigation Pending
2714,2019-00048037,,,,,,CDS Violation,Arrest
2715,2019-00048038,,,,,,Damage to State Property,CBE
2716,2019-00048052,,,,,,DWI/DUI,Arrest
2717,2019-00048105,,,,,,Injured/Sick Person,CBE
2718,2019-00048122,,,,,,DWI/DUI,Arrest
2719,2019-00048124,,,,,,DWI/DUI,Arrest
2720,2019-00048151,,,,,,Damaged Property,CBE
2721,2019-00048156,,,,,,Injured/Sick Person,CBE
2722,2019-00048158,,,,,,Damage to State Property,CBE
2723,2019-00048179,,,,,,Injured/Sick Person,CBE
2724,2019-00048322,,,,,,Injured/Sick Person,CBE
2725,2019-00048339,,,,,,DWI/DUI,Arrest
2726,2019-00048347,,,,,,Injured/Sick Person,CBE
2727,2019-00048413,,,,,,Injured/Sick Person,CBE
2728,2019-00048498,,,,,,Hate Bias Incident (Title IX Related),Investigation Pending
2729,2019-00048520,,,,,,Vandalism (Title IX Related),Investigation Pending
2730,2019-00048532,,,,,,Check on the Welfare,CBE
2731,2019-00048579,,,,,,Injured/Sick Person,CBE
2732,2019-00048585,,,,,,Vandalism,Arrest
2733,2019-00048591,,,,,,Injured/Sick Person,CBE
2734,2019-00048606,,,,,,Emergency Petition,CBE
2735,2019-00048607,,,,,,Injured/Sick Person,CBE
2736,2019-00048616,,,,,,CDS Violation,Arrest
2737,2019-00048667,,,,,,Rape (Title IX Related),CBE
2738,2019-00048671,,,,,,Injured/Sick Person,CBE
2739,2019-00048685,,,,,,Injured/Sick Person,CBE
2740,2019-00048718,,,,,,CDS Violation,CBE
2741,2019-00048791,,,,,,CDS Violation,Arrest
2742,2019-00048858,,,,,,Theft,Active/Pending
2743,2019-00048870,,,,,,Theft,Investigation Pending
2744,2019-00048896,,,,,,Theft,Investigation Pending
2745,2019-00048929,,,,,,CDS Violation,CBE
2746,2019-00049051,,,,,,Burglary,Active/Pending
2747,2019-00049069,,,,,,Other Incident,CBE
2748,2019-00049071,,,,,,Fraud,Investigation Pending
2749,2019-00049074,,,,,,Theft,Investigation Pending
2750,2019-00049088,,,,,,Other Incident,CBE
2751,2019-00049194,,,,,,Theft,Arrest
2752,2019-00049329,,,,,,Alcohol Violation,Arrest
2753,2019-00049331,,,,,,Alcohol Violation,Arrest
2754,2019-00049336,,,,,,DWI/DUI,Arrest
2755,2019-00049342,,,,,,Alcohol Violation,Arrest
2756,2019-00049344,,,,,,Injured/Sick Person,CBE
2757,2019-00049354,,,,,,Injured/Sick Person,CBE
2758,2019-00049434,,,,,,Recovered Stolen Motor Vehicle,CBE
2759,2019-00049475,,,,,,Title IX Incident Non Criminal,CBE
2760,2019-00049490,,,,,,Theft,Warrant Issued
2761,2019-00049503,,,,,,Theft,Warrant Issued
2762,2019-00049525,,,,,,Theft,Active/Pending
2763,2019-00049531,,,,,,Burglary,Investigation Pending
2764,2019-00049537,,,,,,Suspicious Activity,CBE
2765,2019-00049575,,,,,,Alcohol Violation,Arrest
2766,2019-00049594,,,,,,DWI/DUI,Arrest
2767,2019-00049624,,,,,,DWI/DUI,Arrest
2768,2019-00049700,,,,,,Burglary,Investigation Pending
2769,2019-00049701,,,,,,Theft,Warrant Issued
2770,2019-00049702,,,,,,Injured/Sick Person,CBE
2771,2019-00049705,,,,,,Indecent Exposure,Investigation Pending
2772,2019-00049913,,,,,,DWI/DUI,Arrest
2773,2019-00049921,,,,,,Injured/Sick Person,CBE
2774,2019-00049936,,,,,,DWI/DUI,Arrest
2775,2019-00050018,,,,,,Theft,Active/Pending
2776,2019-00050022,,,,,,Injured/Sick Person,CBE
2777,2019-00050167,,,,,,Recovered Stolen Property,Arrest
2778,2019-00050239,,,,,,Suspicious Activity,CBE
2779,2019-00050262,,,,,,Disorderly Conduct,Arrest
2780,2019-00050283,,,,,,Injured/Sick Person,CBE
2781,2019-00050286,,,,,,Injured/Sick Person,CBE
2782,2019-00050289,,,,,,CDS Violation,Arrest
2783,2019-00050292,,,,,,Injured/Sick Person,CBE
2784,2019-00050300,,,,,,DWI/DUI,Arrest
2785,2019-00050350,,,,,,Injured/Sick Person,Arrest
2786,2019-00050368,,,,,,Injured/Sick Person,CBE
2787,2019-00050372,,,,,,Injured/Sick Person,CBE
2788,2019-00050397,,,,,,Noise Complaint,CBE
2789,2019-00050403,,,,,,Injured/Sick Person,CBE
2790,2019-00050406,,,,,,Injured/Sick Person,CBE
2791,2019-00050415,,,,,,Dept Property Damage/Loss,Active/Pending
2792,2019-00050420,,,,,,Check on the Welfare,CBE
2793,2019-00050446,,,,,,CDS Violation,CBE
2794,2019-00050451,,,,,,CDS Violation,CBE
2795,2019-00050456,,,,,,DWI/DUI,Arrest
2796,2019-00050523,,,,,,Accident - Departmental,CBE
2797,2019-00050573,,,,,,Theft,Investigation Pending
2798,2019-00050584,,,,,,Damage to State Property,Active/Pending
2799,2019-00050644,,,,,,CDS Violation,Arrest
2800,2019-00050680,,,,,,CDS Violation,Arrest
2801,2019-00050716,,,,,,Injured/Sick Person,CBE
2802,2019-00050730,,,,,,CDS Violation,Arrest
2803,2019-00050734,,,,,,CDS Violation,Arrest
2804,2019-00050738,,,,,,DWI/DUI,Arrest
2805,2019-00050865,,,,,,Other Incident,CBE
2806,2019-00050900,,,,,,Alcohol Violation,Arrest
2807,2019-00050901,,,,,,Alcohol Violation,Arrest
2808,2019-00050902,,,,,,Alcohol Violation,Arrest
2809,2019-00050912,,,,,,Alcohol Violation,Arrest
2810,2019-00050916,,,,,,Alcohol Violation,Arrest
2811,2019-00050918,,,,,,Alcohol Violation,Arrest
2812,2019-00050943,,,,,,CDS Violation,Arrest
2813,2019-00050965,,,,,,Alcohol Violation,Arrest
2814,2019-00051004,,,,,,DWI/DUI,Arrest
2815,2019-00051064,,,,,,Theft from Auto,Unfounded
2816,2019-00051180,,,,,,Assist Other Agency,CBE
2817,2019-00051245,,,,,,DWI/DUI,Arrest
2818,2019-00051331,,,,,,Injured/Sick Person,CBE
2819,2019-00051332,,,,,,Emergency Petition,CBE
2820,2019-00051333,,,,,,Theft,Active/Pending
2821,2019-00051339,,,,,,Injured/Sick Person,CBE
2822,2019-00051420,,,,,,DWI/DUI,Arrest
2823,2019-00051440,,,,,,Threat Assessment,CBE
2824,2019-00051504,,,,,,Warrant/Summons Service,Arrest
2825,2019-00051531,,,,,,Found/Recovered Property,CBE
2826,2019-00051604,,,,,,Theft,Investigation Pending
2827,2019-00051632,,,,,,Robbery,CBE
2828,2019-00051686,,,,,,Injured/Sick Person,CBE
2829,2019-00051742,,,,,,Injured/Sick Person,CBE
2830,2019-00051767,,,,,,Theft,Investigation Pending
2831,2019-00051778,,,,,,DWI/DUI,Arrest
2832,2019-00051798,,,,,,False Report/Statement,CBE
2833,2019-00051811,,,,,,Assist Other Agency,CBE
2834,2019-00051926,,,,,,Theft,Investigation Pending
2835,2019-00051940,,,,,,Theft,Investigation Pending
2836,2019-00052084,,,,,,Injured/Sick Person,CBE
2837,2019-00052105,,,,,,Injured/Sick Person,CBE
2838,2019-00052114,,,,,,Assault,Arrest
2839,2019-00052120,,,,,,DWI/DUI,Arrest
2840,2019-00052126,,,,,,Robbery,Arrest
2841,2019-00052131,,,,,,Assist Other Agency (Title IX Related),CBE
2842,2019-00052227,,,,,,Warrant/Summons Service,CBE
2843,2019-00052308,,,,,,Injured/Sick Person,CBE
2844,2019-00052310,,,,,,Injured/Sick Person,CBE
2845,2019-00052312,,,,,,Alcohol Violation,Arrest
2846,2019-00052330,,,,,,CDS Violation,Arrest
2847,2019-00052331,,,,,,Disorderly Conduct,Arrest
2848,2019-00052342,,,,,,Injured/Sick Person,CBE
2849,2019-00052350,,,,,,CDS Violation,Arrest
2850,2019-00052386,,,,,,Injured/Sick Person,CBE
2851,2019-00052387,,,,,,Injured/Sick Person,CBE
2852,2019-00052389,,,,,,Injured/Sick Person,CBE
2853,2019-00052409,,,,,,Recovered Stolen Property,Investigation Pending
2854,2019-00052439,,,,,,Telephone/EMail Misuse,Active/Pending
2855,2019-00052446,,,,,,Assist Other Agency,CBE
2856,2019-00052459,,,,,,Assist Other Agency,CBE
2857,2019-00052479,,,,,,Assist Other Agency,CBE
2858,2019-00052530,,,,,,DWI/DUI,Arrest
2859,2019-00052619,,,,,,Other Incident,CBE
2860,2019-00052627,,,,,,Theft,Investigation Pending
2861,2019-00052650,,,,,,Injured/Sick Person,CBE
2862,2019-00052671,,,,,,Dept Property Damage/Loss,CBE
2863,2019-00052709,,,,,,CDS Violation,CBE
2864,2019-00052721,,,,,,Injured/Sick Person,CBE
2865,2019-00052732,,,,,,Theft,Investigation Pending
2866,2019-00052754,,,,,,CDS Violation,Arrest
2867,2019-00052793,,,,,,DWI/DUI,Arrest
2868,2019-00052796,,,,,,Injured/Sick Person,CBE
2869,2019-00052802,,,,,,DWI/DUI,Arrest
2870,2019-00052842,,,,,,Fraud,CBE
2871,2019-00052852,,,,,,Injured/Sick Person,CBE
2872,2019-00052855,,,,,,Theft,Investigation Pending
2873,2019-00052881,,,,,,Emergency Petition,CBE
2874,2019-00052885,,,,,,Emergency Petition,CBE
2875,2019-00052966,,,,,,Fraud,Investigation Pending
2876,2019-00053102,,,,,,Other Incident,Unfounded
2877,2019-00053165,,,,,,Warrant/Summons Service,CBE
2878,2019-00053190,,,,,,Injured/Sick Person,CBE
2879,2019-00053248,,,,,,Injured/Sick Person,CBE
2880,2019-00053258,,,,,,Assist Other Agency,CBE
2881,2019-00053359,,,,,,Traffic Offense,CBE
2882,2019-00053363,,,,,,CDS Violation,Arrest
2883,2019-00053373,,,,,,CDS Violation,Arrest
2884,2019-00053383,,,,,,DWI/DUI,Arrest
2885,2019-00053388,,,,,,Indecent Exposure,Arrest
2886,2019-00053499,,,,,,Burglary,Investigation Pending
2887,2019-00053573,,,,,,CDS Violation,Arrest
2888,2019-00053590,,,,,,Stolen Motor Vehicle,Active/Pending
2889,2019-00053599,,,,,,Stolen Motor Vehicle,Active/Pending
2890,2019-00053609,,,,,,Trespassing,CBE
2891,2019-00053618,,,,,,Injured/Sick Person,CBE
2892,2019-00053633,,,,,,Injured/Sick Person,CBE
2893,2019-00053634,,,,,,Disorderly Conduct,Arrest
2894,2019-00053637,,,,,,Warrant/Summons Service,Arrest
2895,2019-00053754,,,,,,Injured/Sick Person,CBE
2896,2019-00053759,,,,,,Vandalism,Active/Pending
2897,2019-00053768,,,,,,Recovered Stolen Motor Vehicle,Arrest
2898,2019-00053771,,,,,,Emergency Petition,CBE
2899,2019-00053775,,,,,,CDS Violation,Arrest
2900,2019-00053819,,,,,,Injured/Sick Person,CBE
2901,2019-00053957,,,,,,Other Incident,CBE
2902,2019-00053988,,,,,,Injured/Sick Person,CBE
2903,2019-00053995,,,,,,Accident - Departmental,CBE
2904,2019-00054006,,,,,,Injured/Sick Person,CBE
2905,2019-00054028,,,,,,Warrant/Summons Service,Arrest
2906,2019-00054108,,,,,,Vandalism,Investigation Pending
2907,2019-00054118,,,,,,Theft,Investigation Pending
2908,2019-00054120,,,,,,Theft,Active/Pending
2909,2019-00054138,,,,,,Sex Offense,Arrest
2910,2019-00054140,,,,,,Theft,Investigation Pending
2911,2019-00054175,,,,,,Injured/Sick Person,CBE
2912,2019-00054188,,,,,,Recovered Stolen Motor Vehicle,Arrest
2913,2019-00054196,,,,,,Assist Other Agency,CBE
2914,2019-00054198,,,,,,Dept Property Damage/Loss,Active/Pending
2915,2019-00054201,,,,,,CDS Violation,Arrest
2916,2019-00054216,,,,,,Trespassing,CBE
2917,2019-00054263,,,,,,Trespassing,CBE
2918,2019-00054281,,,,,,Other Incident,CBE
2919,2019-00054288,,,,,,Emergency Petition,CBE
2920,2019-00054311,,,,,,Assist Other Agency,CBE
2921,2019-00054361,,,,,,Assist Other Agency,CBE
2922,2019-00054403,,,,,,DWI/DUI,Arrest
2923,2019-00054423,,,,,,Theft,Investigation Pending
2924,2019-00054427,,,,,,Theft,Arrest
2925,2019-00054455,,,,,,Fraud,CBE
2926,2019-00054491,,,,,,Emergency Petition,CBE
2927,2019-00054512,,,,,,Alarm,CBE
2928,2019-00054531,,,,,,Injured/Sick Person,CBE
2929,2019-00054539,,,,,,Assist Other Agency (Title IX Related),CBE
2930,2019-00054540,,,,,,CDS Violation,Arrest
2931,2019-00054547,,,,,,Dept Property Damage/Loss,CBE
2932,2019-00054548,,,,,,Fire,CBE
2933,2019-00054554,,,,,,CDS Violation,CBE
2934,2019-00054600,,,,,,Theft,Unfounded
2935,2019-00054657,,,,,,Suspicious Activity,CBE
2936,2019-00054671,,,,,,Theft,Investigation Pending
2937,2019-00054735,,,,,,Theft,Investigation Pending
2938,2019-00054760,,,,,,DWI/DUI,Arrest
2939,2019-00054820,,,,,,DWI/DUI,Arrest
2940,2019-00054824,,,,,,DWI/DUI,Arrest
2941,2019-00054827,,,,,,DWI/DUI,Arrest
2942,2019-00054837,,,,,,DWI/DUI,Arrest
2943,2019-00054901,,,,,,Theft,Investigation Pending
2944,2019-00054909,,,,,,Stolen Motor Vehicle,Investigation Pending
2945,2019-00055026,,,,,,CDS Violation,Arrest
2946,2019-00055046,,,,,,CDS Violation,Arrest
2947,2019-00055053,,,,,,Theft,Investigation Pending
2948,2019-00055056,,,,,,DWI/DUI,Arrest
2949,2019-00055071,,,,,,DWI/DUI,Arrest
2950,2019-00055141,,,,,,Injured/Sick Person,CBE
2951,2019-00055181,,,,,,Alcohol Violation,Arrest
2952,2019-00055189,,,,,,Injured/Sick Person,CBE
2953,2019-00055225,,,,,,DWI/DUI,Arrest
2954,2019-00055271,,,,,,CDS Violation,Arrest
2955,2019-00055273,,,,,,Injured/Sick Person,CBE
2956,2019-00055292,,,,,,Injured/Sick Person,CBE
2957,2019-00055294,,,,,,CDS Violation,Arrest
2958,2019-00055296,,,,,,DWI/DUI,Arrest
2959,2019-00055297,,,,,,Injured/Sick Person,CBE
2960,2019-00055301,,,,,,Injured/Sick Person,CBE
2961,2019-00055325,,,,,,Disorderly Conduct,Arrest
2962,2019-00055425,,,,,,CDS Violation,Arrest
2963,2019-00055483,,,,,,Suspicious Activity,CBE
2964,2019-00055579,,,,,,Theft,Arrest
2965,2019-00055605,,,,,,Theft,Investigation Pending
2966,2019-00055647,,,,,,Stolen Motor Vehicle,Investigation Pending
2967,2019-00055765,,,,,,Stolen Motor Vehicle,Investigation Pending
2968,2019-00055864,,,,,,Vandalism,Investigation Pending
2969,2019-00055932,,,,,,DWI/DUI,Arrest
2970,2019-00055950,,,,,,Emergency Petition,CBE
2971,2019-00055977,,,,,,Injured/Sick Person,CBE
2972,2019-00056033,,,,,,Theft,Active/Pending
2973,2019-00056040,,,,,,Warrant/Summons Service,Arrest
2974,2019-00056070,,,,,,Suspicious Activity,CBE
2975,2019-00056079,,,,,,Suspicious Activity,CBE
2976,2019-00056084,,,,,,Fire,CBE
2977,2019-00056110,,,,,,Injured/Sick Person,CBE
2978,2019-00056121,,,,,,Burglary,Arrest
2979,2019-00056136,,,,,,Accident - Departmental,CBE
2980,2019-00056189,,,,,,Other Incident,CBE
2981,2019-00056193,,,,,,Theft,Investigation Pending
2982,2019-00056245,,,,,,Other Incident,CBE
2983,2019-00056248,,,,,,Vandalism,Active/Pending
2984,2019-00056282,,,,,,Fraud,Investigation Pending
2985,2019-00056334,,,,,,Injured/Sick Person,CBE
2986,2019-00056395,,,,,,CDS Violation,Arrest
2987,2019-00056447,,,,,,Theft,Arrest
2988,2019-00056468,,,,,,Injured Officer,CBE
2989,2019-00056479,,,,,,Damaged Property,Active/Pending
2990,2019-00056496,,,,,,Injured/Sick Person,CBE
2991,2019-00056498,,,,,,Fraud,CBE
2992,2019-00056505,,,,,,Disorderly Conduct,Arrest
2993,2019-00056510,,,,,,Injured/Sick Person,CBE
2994,2019-00056517,,,,,,Injured/Sick Person,CBE
2995,2019-00056525,,,,,,Injured/Sick Person,CBE
2996,2019-00056532,,,,,,Injured/Sick Person,CBE
2997,2019-00056540,,,,,,Injured/Sick Person,CBE
2998,2019-00056558,,,,,,Injured/Sick Person,CBE
2999,2019-00056565,,,,,,Assist Other Agency,CBE
3000,2019-00056572,,,,,,Injured/Sick Person,CBE
3001,2019-00056575,,,,,,Disorderly Conduct,Arrest
3002,2019-00056579,,,,,,Injured/Sick Person,CBE
3003,2019-00056581,,,,,,Injured/Sick Person,CBE
3004,2019-00056607,,,,,,Theft,Investigation Pending
3005,2019-00056617,,,,,,DWI/DUI,Arrest
3006,2019-00056627,,,,,,Accident - Departmental,CBE
3007,2019-00056633,,,,,,Injured/Sick Person,CBE
3008,2019-00056656,,,,,,Alarm,CBE
3009,2019-00056668,,,,,,Theft,Investigation Pending
3010,2019-00056673,,,,,,Injured/Sick Person,CBE
3011,2019-00056675,,,,,,Vandalism,Investigation Pending
3012,2019-00056685,,,,,,Vandalism,Investigation Pending
3013,2019-00056720,,,,,,Telephone/EMail Misuse (Title IX Related),Active/Pending
3014,2019-00056757,,,,,,Injured/Sick Person,CBE
3015,2019-00056775,,,,,,Alcohol Violation,Arrest
3016,2019-00056781,,,,,,Alcohol Violation,Arrest
3017,2019-00056793,,,,,,Stolen Motor Vehicle,CBE
3018,2019-00056808,,,,,,Suspicious Activity,CBE
3019,2019-00056845,,,,,,Injured/Sick Person,CBE
3020,2019-00056857,,,,,,Injured/Sick Person,CBE
3021,2019-00056861,,,,,,Other Incident,Active/Pending
3022,2019-00056897,,,,,,Other Incident,CBE
3023,2019-00056971,,,,,,Trespassing,Arrest
3024,2019-00056979,,,,,,Suspicious Person/Auto,Active/Pending
3025,2019-00057001,,,,,,Suspicious Person/Auto,Summons Issued
3026,2019-00057003,,,,,,DWI/DUI,Arrest
3027,2019-00057080,,,,,,Injured/Sick Person,CBE
3028,2019-00057202,,,,,,Theft,Active/Pending
3029,2019-00057277,,,,,,DWI/DUI,Arrest
3030,2019-00057382,,,,,,Injured/Sick Person,CBE
3031,2019-00057422,,,,,,Theft,Investigation Pending
3032,2019-00057434,,,,,,Injured/Sick Person,CBE
3033,2019-00057437,,,,,,Title IX Incident Non Criminal,CBE
3034,2019-00057459,,,,,,Theft,Unfounded
3035,2019-00057478,,,,,,Injured/Sick Person,CBE
3036,2019-00057502,,,,,,Indecent Exposure (Title IX Related),Arrest
3037,2019-00057571,,,,,,CDS Violation,Arrest
3038,2019-00057575,,,,,,CDS Violation,Arrest
3039,2019-00057656,,,,,,Injured/Sick Person,CBE
3040,2019-00057686,,,,,,Injured/Sick Person,CBE
3041,2019-00057726,,,,,,Theft,Investigation Pending
3042,2019-00057737,,,,,,Theft,Active/Pending
3043,2019-00057746,,,,,,Emergency Petition,CBE
3044,2019-00057751,,,,,,Other Incident,CBE
3045,2019-00057758,,,,,,Theft,Investigation Pending
3046,2019-00057768,,,,,,Theft,Active/Pending
3047,2019-00057771,,,,,,Theft,Investigation Pending
3048,2019-00057803,,,,,,Injured/Sick Person,CBE
3049,2019-00057912,,,,,,Other Incident,CBE
3050,2019-00057923,,,,,,Injured/Sick Person,CBE
3051,2019-00057955,,,,,,Theft,Arrest
3052,2019-00058083,,,,,,CDS Violation,Arrest
3053,2019-00058099,,,,,,DWI/DUI,Arrest
3054,2019-00058105,,,,,,Warrant/Summons Service,Arrest
3055,2019-00058123,,,,,,Injured/Sick Person,CBE
3056,2019-00058301,,,,,,Injured/Sick Person,CBE
3057,2019-00058321,,,,,,Injured/Sick Person,CBE
3058,2019-00058393,,,,,,Injured/Sick Person,CBE
3059,2019-00058426,,,,,,CDS Violation,Arrest
3060,2019-00058428,,,,,,CDS Violation,Arrest
3061,2019-00058430,,,,,,Injured/Sick Person,CBE
3062,2019-00058432,,,,,,Injured/Sick Person,CBE
3063,2019-00058441,,,,,,Suspicious Activity,Active/Pending
3064,2019-00058442,,,,,,Injured/Sick Person,CBE
3065,2019-00058588,,,,,,CDS Violation,Arrest
3066,2019-00058601,,,,,,Suspicious Person/Auto,CBE
3067,2019-00058603,,,,,,Assist Other Agency,CBE
3068,2019-00058693,,,,,,Other Incident,CBE
3069,2019-00058748,,,,,,CDS Violation,Arrest
3070,2019-00058770,,,,,,CDS Violation,Arrest
3071,2019-00058921,,,,,,Theft,Investigation Pending
3072,2019-00058942,,,,,,Assault,CBE
3073,2019-00058986,,,,,,CDS Violation,Arrest
3074,2019-00059044,,,,,,CDS Violation,Arrest
3075,2019-00059051,,,,,,Assist Other Agency,CBE
3076,2019-00059172,,,,,,Injured/Sick Person,CBE
3077,2019-00059201,,,,,,Theft,Investigation Pending
3078,2019-00059203,,,,,,Injured/Sick Person,CBE
3079,2019-00059205,,,,,,Suspicious Activity,CBE
3080,2019-00059216,,,,,,Accident - Departmental,CBE
3081,2019-00059223,,,,,,Injured/Sick Person,CBE
3082,2019-00059320,,,,,,DWI/DUI,Arrest
3083,2019-00059335,,,,,,DWI/DUI,Arrest
3084,2019-00059507,,,,,,Assist Other Agency,Active/Pending
3085,2019-00059523,,,,,,Assist Other Agency,CBE
3086,2019-00059575,,,,,,CDS Violation,Arrest
3087,2019-00059587,,,,,,DWI/DUI,Arrest
3088,2019-00059588,,,,,,DWI/DUI,Arrest
3089,2019-00059648,,,,,,Hate Bias Incident,Investigation Pending
3090,2019-00059655,,,,,,Theft,CBE
3091,2019-00059661,,,,,,Suspicious Person/Auto,CBE
3092,2019-00059677,,,,,,Injured/Sick Person,CBE
3093,2019-00059747,,,,,,CDS Violation,Arrest
3094,2019-00059749,,,,,,DWI/DUI,Arrest
3095,2019-00059813,,,,,,CDS Violation,Arrest
3096,2019-00059816,,,,,,DWI/DUI,Arrest
3097,2019-00059819,,,,,,Injured/Sick Person,CBE
3098,2019-00059830,,,,,,CDS Violation,Arrest
3099,2019-00059832,,,,,,Suspicious Person/Auto,Active/Pending
3100,2019-00059865,,,,,,Injured/Sick Person,CBE
3101,2019-00059881,,,,,,Suspicious Activity,CBE
3102,2019-00059889,,,,,,Vehicle Tampering,Active/Pending
3103,2019-00059890,,,,,,Theft,Investigation Pending
3104,2019-00059899,,,,,,Other Incident,CBE
3105,2019-00059900,,,,,,Theft from Auto,Investigation Pending
3106,2019-00059912,,,,,,CDS Violation,CBE
3107,2019-00059962,,,,,,Injured/Sick Person,CBE
3108,2019-00059973,,,,,,CDS Violation,Arrest
3109,2019-00059997,,,,,,Injured/Sick Person,CBE
3110,2019-00060013,,,,,,Suspicious Activity,CBE
3111,2019-00060019,,,,,,Injured/Sick Person,CBE
3112,2019-00060020,,,,,,Injured/Sick Person,CBE
3113,2019-00060073,,,,,,Theft,Investigation Pending
3114,2019-00060085,,,,,,Theft,Investigation Pending
3115,2019-00060106,,,,,,Check on the Welfare,CBE
3116,2019-00060127,,,,,,Vehicle Tampering,CBE
3117,2019-00060140,,,,,,Theft,Active/Pending
3118,2019-00060142,,,,,,Disorderly Conduct,Arrest
3119,2019-00060146,,,,,,CDS Violation,CBE
3120,2019-00060181,,,,,,Injured/Sick Person,CBE
3121,2019-00060200,,,,,,Injured/Sick Person,CBE
3122,2019-00060220,,,,,,Emergency Petition,CBE
3123,2019-00060224,,,,,,Burglary,CBE
3124,2019-00060264,,,,,,Injured/Sick Person,CBE
3125,2019-00060292,,,,,,Assist Other Agency,CBE
3126,2019-00060353,,,,,,CDS Violation,Arrest
3127,2019-00060356,,,,,,Injured/Sick Person,CBE
3128,2019-00060418,,,,,,Vandalism,Active/Pending
3129,2019-00060430,,,,,,Theft,Arrest
3130,2019-00060435,,,,,,Emergency Petition,CBE
